"LastName","FirstName","Gender","Country","Date","Competition","Round","Location","Apparatus","Rank","D_Score","E_Score","Penalty","Score","New_Date"
"ABAD","Nestor","m","ESP","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","HB",10,5.3,8.5,NA,13.8,"Aug 2022"
"ABAD","Nestor","m","ESP","18-21 Aug 2022","2022 Senior European Championships","TeamFinal","Munich, Germany","HB",10,5.3,8.1,NA,13.4,"Aug 2022"
"ABAD","Nestor","m","ESP","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","PB",9,5.8,8.6,NA,14.4,"Aug 2022"
"ABAD","Nestor","m","ESP","18-21 Aug 2022","2022 Senior European Championships","TeamFinal","Munich, Germany","PB",10,5.8,8.266,NA,14.066,"Aug 2022"
"ABAD","Nestor","m","ESP","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","PH",105,5,5.5,NA,10.5,"Aug 2022"
"ABAD","Nestor","m","ESP","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","SR",23,5.3,8.366,NA,13.666,"Aug 2022"
"ABAD","Nestor","m","ESP","18-21 Aug 2022","2022 Senior European Championships","TeamFinal","Munich, Germany","SR",6,5.3,8.333,NA,13.633,"Aug 2022"
"ABAD","Nestor","m","ESP","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","VT1",36,5.2,9.2,0.3,14.1,"Aug 2022"
"ABAD","Nestor","m","ESP","11-16 Apr 2023","2023 Senior European Championships","AAfinal","Antalya, Turkey","FX",24,5.4,7.233,NA,12.633,"Apr 2023"
"ABAD","Nestor","m","ESP","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","FX",94,4.6,8,0.1,12.5,"Apr 2023"
"ABAD","Nestor","m","ESP","11-16 Apr 2023","2023 Senior European Championships","AAfinal","Antalya, Turkey","HB",9,5.3,8.1,NA,13.4,"Apr 2023"
"ABAD","Nestor","m","ESP","11-16 Apr 2023","2023 Senior European Championships","final","Antalya, Turkey","HB",4,5.3,8.366,NA,13.666,"Apr 2023"
"ABAD","Nestor","m","ESP","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","HB",5,5.3,8.433,NA,13.733,"Apr 2023"
"ABAD","Nestor","m","ESP","11-16 Apr 2023","2023 Senior European Championships","AAfinal","Antalya, Turkey","PB",10,5.8,8.033,NA,13.833,"Apr 2023"
"ABAD","Nestor","m","ESP","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","PB",23,5.8,8.1,NA,13.9,"Apr 2023"
"ABAD","Nestor","m","ESP","11-16 Apr 2023","2023 Senior European Championships","AAfinal","Antalya, Turkey","PH",12,4.7,8.3,NA,13,"Apr 2023"
"ABAD","Nestor","m","ESP","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","PH",28,5,8.233,NA,13.233,"Apr 2023"
"ABAD","Nestor","m","ESP","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","SR",17,5.3,8.466,NA,13.766,"Apr 2023"
"ABAD","Nestor","m","ESP","11-16 Apr 2023","2023 Senior European Championships","AAfinal","Antalya, Turkey","SR",4,5.3,8.366,NA,13.666,"Apr 2023"
"ABAD","Nestor","m","ESP","11-16 Apr 2023","2023 Senior European Championships","AAfinal","Antalya, Turkey","VT1",22,5.2,7.9,0.1,13,"Apr 2023"
"ABAD","Nestor","m","ESP","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","VT1",69,4.8,9,0.1,13.7,"Apr 2023"
"ABBADINI","Yumin","m","ITA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England","FX",17,5.1,8.466,NA,13.566,"Nov 2022"
"ABBADINI","Yumin","m","ITA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",34,5.1,8.566,NA,13.666,"Nov 2022"
"ABBADINI","Yumin","m","ITA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England","HB",24,5.1,5.1,0.3,9.9,"Nov 2022"
"ABBADINI","Yumin","m","ITA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","HB",27,5.6,8,NA,13.6,"Nov 2022"
"ABBADINI","Yumin","m","ITA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England","PB",20,5.3,7.766,NA,13.066,"Nov 2022"
"ABBADINI","Yumin","m","ITA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PB",52,5.3,8.4,NA,13.7,"Nov 2022"
"ABBADINI","Yumin","m","ITA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England","PH",7,5.5,8.166,NA,13.666,"Nov 2022"
"ABBADINI","Yumin","m","ITA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PH",15,5.5,8.466,NA,13.966,"Nov 2022"
"ABBADINI","Yumin","m","ITA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England","SR",13,4.7,8.466,NA,13.166,"Nov 2022"
"ABBADINI","Yumin","m","ITA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","SR",60,4.7,8.3,NA,13,"Nov 2022"
"ABBADINI","Yumin","m","ITA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England","VT",18,4.8,9.066,NA,13.866,"Nov 2022"
"ABBADINI","Yumin","m","ITA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT1",84,4.8,8.9,0.1,13.6,"Nov 2022"
"ABBADINI","Yumin","m","ITA","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","FX",19,5.4,8.433,NA,13.833,"Aug 2022"
"ABBADINI","Yumin","m","ITA","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","HB",11,5.6,8.2,NA,13.8,"Aug 2022"
"ABBADINI","Yumin","m","ITA","18-21 Aug 2022","2022 Senior European Championships","TeamFinal","Munich, Germany","HB",6,5.6,8.166,NA,13.766,"Aug 2022"
"ABBADINI","Yumin","m","ITA","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","PB",91,4.7,7.333,NA,12.033,"Aug 2022"
"ABBADINI","Yumin","m","ITA","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","PH",61,5,7.533,NA,12.533,"Aug 2022"
"ABBADINI","Yumin","m","ITA","18-21 Aug 2022","2022 Senior European Championships","TeamFinal","Munich, Germany","PH",5,5.5,8.333,NA,13.833,"Aug 2022"
"ABBADINI","Yumin","m","ITA","18-21 Aug 2022","2022 Senior European Championships","TeamFinal","Munich, Germany","SR",13,5,8.366,NA,13.366,"Aug 2022"
"ABBADINI","Yumin","m","ITA","9-12 Mar 2023","2023 Baku World Cup","qual","Baku, Azerbaijan","FX",11,5.5,8.033,NA,13.533,"Mar 2023"
"ABBADINI","Yumin","m","ITA","9-12 Mar 2023","2023 Baku World Cup","qual","Baku, Azerbaijan","HB",10,5.3,8.233,NA,13.533,"Mar 2023"
"ABBADINI","Yumin","m","ITA","9-12 Mar 2023","2023 Baku World Cup","qual","Baku, Azerbaijan","PH",15,6.4,7.033,NA,13.433,"Mar 2023"
"ABBADINI","Yumin","m","ITA","11-16 Apr 2023","2023 Senior European Championships","AAfinal","Antalya, Turkey","FX",11,5.5,8.266,NA,13.766,"Apr 2023"
"ABBADINI","Yumin","m","ITA","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","FX",11,5.5,8.466,NA,13.966,"Apr 2023"
"ABBADINI","Yumin","m","ITA","11-16 Apr 2023","2023 Senior European Championships","AAfinal","Antalya, Turkey","HB",4,5.3,8.166,NA,13.466,"Apr 2023"
"ABBADINI","Yumin","m","ITA","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","HB",90,5.3,6.833,NA,12.133,"Apr 2023"
"ABBADINI","Yumin","m","ITA","11-16 Apr 2023","2023 Senior European Championships","AAfinal","Antalya, Turkey","PB",8,5.3,8.7,NA,14,"Apr 2023"
"ABBADINI","Yumin","m","ITA","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","PB",40,5.3,8.2,NA,13.5,"Apr 2023"
"ABBADINI","Yumin","m","ITA","11-16 Apr 2023","2023 Senior European Championships","AAfinal","Antalya, Turkey","PH",1,5.7,8.4,NA,14.1,"Apr 2023"
"ABBADINI","Yumin","m","ITA","11-16 Apr 2023","2023 Senior European Championships","final","Antalya, Turkey","PH",6,5.7,8.466,NA,14.166,"Apr 2023"
"ABBADINI","Yumin","m","ITA","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","PH",6,5.7,8.566,NA,14.266,"Apr 2023"
"ABBADINI","Yumin","m","ITA","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","SR",26,4.7,8.8,NA,13.5,"Apr 2023"
"ABBADINI","Yumin","m","ITA","11-16 Apr 2023","2023 Senior European Championships","AAfinal","Antalya, Turkey","SR",10,4.7,8.566,NA,13.266,"Apr 2023"
"ABBADINI","Yumin","m","ITA","11-16 Apr 2023","2023 Senior European Championships","AAfinal","Antalya, Turkey","VT1",18,4.8,8.866,0.1,13.566,"Apr 2023"
"ABBADINI","Yumin","m","ITA","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","VT1",64,4.8,8.933,NA,13.733,"Apr 2023"
"ABDELHALEEM","Abdelrahman","m","EGY","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",113,5.2,7.2,0.4,12,"Nov 2022"
"ABDELHALEEM","Abdelrahman","m","EGY","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","HB",68,4.6,8.166,NA,12.766,"Nov 2022"
"ABDELHALEEM","Abdelrahman","m","EGY","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PB",122,4.3,8.1,NA,12.4,"Nov 2022"
"ABDELHALEEM","Abdelrahman","m","EGY","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PH",55,5.2,7.566,NA,12.766,"Nov 2022"
"ABDELHALEEM","Abdelrahman","m","EGY","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT1",NA,NA,NA,NA,NA,"Nov 2022"
"ABDELHALEEM","Abdelrahman","m","EGY","27-30 Apr 2023","2023 Cairo World Cup","qual","Cairo, Egypt","PH",9,5.6,8.5,NA,14.1,"Apr 2023"
"ABDELHALEEM","Abdelrahman","m","EGY","9-12 Mar 2023","2023 Baku World Cup","qual","Baku, Azerbaijan","PH",21,5.8,7.266,NA,13.066,"Mar 2023"
"ABDELRAHMAN","Ahmed","m","EGY","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",116,5.4,7.433,0.9,11.933,"Nov 2022"
"ABDELRAHMAN","Ahmed","m","EGY","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","HB",61,4.4,8.566,NA,12.966,"Nov 2022"
"ABDELRAHMAN","Ahmed","m","EGY","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PB",92,5.2,7.8,NA,13,"Nov 2022"
"ABDELRAHMAN","Ahmed","m","EGY","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PH",37,4.9,8.266,NA,13.166,"Nov 2022"
"ABDELRAHMAN","Ahmed","m","EGY","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","SR",NA,NA,NA,NA,NA,"Nov 2022"
"ABDELRAHMAN","Ahmed","m","EGY","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT1",50,5.2,8.766,NA,13.966,"Nov 2022"
"ABDELRAHMAN","Ahmed","m","EGY","9-12 Mar 2023","2023 Baku World Cup","qual","Baku, Azerbaijan","FX",33,5.1,7.266,0.3,12.066,"Mar 2023"
"ABDELRAHMAN","Ahmed","m","EGY","9-12 Mar 2023","2023 Baku World Cup","qual","Baku, Azerbaijan","PB",12,5.2,8.266,NA,13.466,"Mar 2023"
"ABDELRAHMAN","Ahmed","m","EGY","9-12 Mar 2023","2023 Baku World Cup","qual","Baku, Azerbaijan","PH",36,4.7,7.366,NA,12.066,"Mar 2023"
"ABDELRAHMAN","Ahmed","m","EGY","27-30 Apr 2023","2023 Cairo World Cup","qual","Cairo, Egypt","FX",38,5.2,6.333,NA,0.4,"Apr 2023"
"ABDELRAHMAN","Ahmed","m","EGY","27-30 Apr 2023","2023 Cairo World Cup","qual","Cairo, Egypt","VT1",17,5.6,7.833,NA,13.433,"Apr 2023"
"ABDELRAHMAN","Ahmed","m","EGY","27-30 Apr 2023","2023 Cairo World Cup","qual","Cairo, Egypt","VT2",17,5.2,7.9,NA,13.1,"Apr 2023"
"ABDELRAHMAN","Ahmed","m","EGY","9-12 Mar 2023","2023 Baku World Cup","qual","Baku, Azerbaijan","VT1",NA,5.2,8.166,NA,13.366,"Mar 2023"
"ABDELRAHMAN","Ahmed","m","EGY","9-12 Mar 2023","2023 Baku World Cup","qual","Baku, Azerbaijan","VT2",NA,NA,NA,NA,NA,"Mar 2023"
"ABDELSALAM","Jana","w","EGY","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","BB",100,4.8,6.2,NA,11,"Nov 2022"
"ABDELSALAM","Jana","w","EGY","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",109,4.4,7.466,0.1,11.766,"Nov 2022"
"ABDELSALAM","Jana","w","EGY","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","UB",52,4.8,8,NA,12.8,"Nov 2022"
"ABDELSALAM","Jana","w","EGY","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT1",110,4.2,8.433,0.3,12.333,"Nov 2022"
"ABDELSALAM","Jana","w","EGY","9-12 Mar 2023","2023 Baku World Cup","qual","Baku, Azerbaijan","BB",22,4.8,6.733,NA,11.533,"Mar 2023"
"ABDELSALAM","Jana","w","EGY","9-12 Mar 2023","2023 Baku World Cup","qual","Baku, Azerbaijan","FX",22,4.5,7.366,NA,11.866,"Mar 2023"
"ABDELSALAM","Jana","w","EGY","27-30 Apr 2023","2023 Cairo World Cup","final","Cairo, Egypt","BB",8,4.8,6.566,NA,11.366,"Apr 2023"
"ABDELSALAM","Jana","w","EGY","27-30 Apr 2023","2023 Cairo World Cup","qual","Cairo, Egypt","BB",9,4.7,7.466,NA,12.166,"Apr 2023"
"ABDELSALAM","Jana","w","EGY","27-30 Apr 2023","2023 Cairo World Cup","qual","Cairo, Egypt","UB",29,4.5,6.266,NA,10.766,"Apr 2023"
"ABDELSALAM","Jana","w","EGY","1-4 Mar 2023","2023 Doha World Cup","final","Doha, Qatar","BB",4,5,8,NA,13,"Mar 2023"
"ABDELSALAM","Jana","w","EGY","1-4 Mar 2023","2023 Doha World Cup","qual","Doha, Qatar","BB",6,5,7.933,NA,12.933,"Mar 2023"
"ABDELSALAM","Jana","w","EGY","1-4 Mar 2023","2023 Doha World Cup","qual","Doha, Qatar","UB",21,3.8,5.533,NA,9.333,"Mar 2023"
"ABDULLAH","Ally Hamuda","m","MAS","23-26 Feb 2023","2023 Cottbus World Cup","qual","Cottbus, Germany","SR",46,4.8,5.133,NA,9.933,"Feb 2023"
"ABDULLAHI","Ayesha","w","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England","BB",41,3.7,6.5,0,10.2,"Mar 2022"
"ABDULLAHI","Ayesha","w","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England","UB",45,3.5,6.7,0,10.2,"Mar 2022"
"ABDURAKHIMOV","Rasuljon","m","UZB","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","HB",39,4.6,8.666,NA,13.266,"Nov 2022"
"ABDURAKHIMOV","Rasuljon","m","UZB","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PB",28,6,8.233,NA,14.233,"Nov 2022"
"ABDURAKHIMOV","Rasuljon","m","UZB","9-12 Mar 2023","2023 Baku World Cup","qual","Baku, Azerbaijan","HB",27,4.5,8.033,NA,12.533,"Mar 2023"
"ABDURAKHIMOV","Rasuljon","m","UZB","9-12 Mar 2023","2023 Baku World Cup","final","Baku, Azerbaijan","PB",7,5.9,8.366,NA,14.266,"Mar 2023"
"ABDURAKHIMOV","Rasuljon","m","UZB","9-12 Mar 2023","2023 Baku World Cup","qual","Baku, Azerbaijan","PB",8,5.9,8.366,NA,14.266,"Mar 2023"
"ABDURAKHIMOV","Rasuljon","m","UZB","25-28 May 2023","2023 Varna World Challenge Cup","final","Varna, Bulgaria","HB",8,4.3,8,0,12.3,"May 2023"
"ABDURAKHIMOV","Rasuljon","m","UZB","25-28 May 2023","2023 Varna World Challenge Cup","qual","Varna, Bulgaria","HB",5,4.6,8.75,0,13.35,"May 2023"
"ABDURAKHIMOV","Rasuljon","m","UZB","25-28 May 2023","2023 Varna World Challenge Cup","final","Varna, Bulgaria","PB",1,5.5,8.733,0,14.23,"May 2023"
"ABDURAKHIMOV","Rasuljon","m","UZB","25-28 May 2023","2023 Varna World Challenge Cup","qual","Varna, Bulgaria","PB",1,5.5,9,0,14.5,"May 2023"
"ABDURAKHIMOV","Rasuljon","m","UZB","25-28 May 2023","2023 Varna World Challenge Cup","qual","Varna, Bulgaria","SR",16,4.1,8.4,0,12.5,"May 2023"
"ABESADZE","Saba","m","GEO","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","FX",104,5.3,6.3,NA,11.6,"Aug 2022"
"ABESADZE","Saba","m","GEO","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","HB",101,3.8,7.266,NA,11.066,"Aug 2022"
"ABESADZE","Saba","m","GEO","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","PB",56,6,7.166,NA,13.166,"Aug 2022"
"ABESADZE","Saba","m","GEO","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","PH",89,3.8,7.7,NA,11.5,"Aug 2022"
"ABESADZE","Saba","m","GEO","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","SR",55,4.7,8.333,NA,13.033,"Aug 2022"
"ABESADZE","Saba","m","GEO","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","VT1",96,5.2,7.966,0.3,12.866,"Aug 2022"
"ABESADZE","Saba","m","GEO","9-12 Mar 2023","2023 Baku World Cup","qual","Baku, Azerbaijan","FX",27,4.9,7.866,NA,12.766,"Mar 2023"
"ABESADZE","Saba","m","GEO","9-12 Mar 2023","2023 Baku World Cup","qual","Baku, Azerbaijan","PB",21,5.2,7.7,NA,12.9,"Mar 2023"
"ABESADZE","Saba","m","GEO","23-26 Feb 2023","2023 Cottbus World Cup","qual","Cottbus, Germany","FX",28,5.3,7.733,NA,13.033,"Feb 2023"
"ABESADZE","Saba","m","GEO","23-26 Feb 2023","2023 Cottbus World Cup","qual","Cottbus, Germany","PB",23,5,7.7,NA,12.7,"Feb 2023"
"ABESADZE","Saba","m","GEO","23-26 Feb 2023","2023 Cottbus World Cup","qual","Cottbus, Germany","PH",33,4.7,8.3,NA,13,"Feb 2023"
"ABESADZE","Saba","m","GEO","1-4 Mar 2023","2023 Doha World Cup","qual","Doha, Qatar","FX",33,5.2,6.533,NA,11.733,"Mar 2023"
"ABESADZE","Saba","m","GEO","1-4 Mar 2023","2023 Doha World Cup","qual","Doha, Qatar","PB",18,5.7,7.166,NA,12.866,"Mar 2023"
"ABESADZE","Saba","m","GEO","1-4 Mar 2023","2023 Doha World Cup","qual","Doha, Qatar","PH",35,4.5,7.766,NA,12.266,"Mar 2023"
"ABESADZE","Saba","m","GEO","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","PB",99,4.5,7.566,NA,12.066,"Apr 2023"
"ABESADZE","Saba","m","GEO","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","PH",NA,NA,0,NA,NA,"Apr 2023"
"ABESADZE","Saba","m","GEO","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","SR",NA,NA,0,NA,NA,"Apr 2023"
"ABEYRATNE","Kumudi Imanya","w","SRI","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","BB",36,3.9,5.2,NA,9.1,"Aug 2022"
"ABEYRATNE","Kumudi Imanya","w","SRI","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","FX",39,2.9,4.45,NA,7.35,"Aug 2022"
"ABEYRATNE","Kumudi Imanya","w","SRI","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","UB",39,1.2,4.3,NA,5.5,"Aug 2022"
"ABIYURAFI",NA,"m","INA","1-4 Mar 2023","2023 Doha World Cup","qual","Doha, Qatar","HB",26,4.9,6.733,NA,11.633,"Mar 2023"
"ABIYURAFI",NA,"m","INA","1-4 Mar 2023","2023 Doha World Cup","qual","Doha, Qatar","PB",29,4.8,6.2,0.3,10.7,"Mar 2023"
"ABIYURAFI",NA,"m","INA","1-4 Mar 2023","2023 Doha World Cup","qual","Doha, Qatar","PH",39,4.5,7,NA,11.5,"Mar 2023"
"ABOELHASAN","Jana","w","EGY","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","BB",116,4.6,5.9,NA,10.5,"Nov 2022"
"ABOELHASAN","Jana","w","EGY","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",74,4.4,7.866,NA,12.266,"Nov 2022"
"ABOELHASAN","Jana","w","EGY","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","UB",113,4.4,6.5,NA,10.9,"Nov 2022"
"ABOELHASAN","Jana","w","EGY","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT1",138,3.2,8.4,NA,11.6,"Nov 2022"
"ABU AL SOUD","Ahmad","m","JOR","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","final","Liverpool, England","PH",2,6.3,8.566,NA,14.866,"Nov 2022"
"ABU AL SOUD","Ahmad","m","JOR","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PH",8,6.3,8.066,NA,14.366,"Nov 2022"
"ABU AL SOUD","Ahmad","m","JOR","9-12 Mar 2023","2023 Baku World Cup","qual","Baku, Azerbaijan","PH",26,5.1,7.7,NA,12.8,"Mar 2023"
