"LastName","FirstName","Gender","Country","Date","Competition","Round","Location","Apparatus","Rank","D_Score","E_Score","Penalty","Score","New_Date"
"ANDRADE","Rebeca","w","BRA","1-Aug-21","Olympic Games","final","Tokyo, Japan","FX",5,5.9,8.233,0.1,14.03,"Aug 2021"
"ANDRADE","Rebeca","w","BRA","THU 29 JUL 2021","Olympic Games","AAfinal","Tokyo, Japan","UE",5,6.3,8.366,NA,14.666,"Jul 2021"
"ANDRADE","Rebeca","w","BRA","SUN 25 JUL 2021","Olympic Games","AAqual","Tokyo, Japan","UE",19,6,8.2,NA,14.2,"Jul 2021"
"ANDRADE","Rebeca","w","BRA","25-Jul-21","Olympic Games","qual","Tokyo, Japan","UE",19,6,8.2,NA,14.2,"Jul 2021"
"ANDRADE","Rebeca","w","BRA","THU 29 JUL 2021","Olympic Games","AAfinal","Tokyo, Japan","VT",1,6,9.4,0.1,15.3,"Jul 2021"
"ANDRADE","Rebeca","w","BRA","SUN 25 JUL 2021","Olympic Games","AAqual","Tokyo, Japan","VT",1,6,9.4,NA,15.4,"Jul 2021"
"ANDRADE","Rebeca","w","BRA","25-Jul-21","Olympic Games","qual","Tokyo, Japan","VT1",3,6,9.4,NA,15.4,"Jul 2021"
"ANDRADE","Rebeca","w","BRA","1-Aug-21","Olympic Games","final","Tokyo, Japan","VT1",1,6,9.266,0.1,15.166,"Aug 2021"
"ANDRADE","Rebeca","w","BRA","25-Jul-21","Olympic Games","qual","Tokyo, Japan","VT2",3,5.4,9.4,NA,14.8,"Jul 2021"
"ANDRADE","Rebeca","w","BRA","1-Aug-21","Olympic Games","final","Tokyo, Japan","VT2",1,5.8,9.2,0.1,15,"Aug 2021"
"ASHIKAWA","Urara","w","JPN","25-Jul-21","Olympic Games","qual","Tokyo, Japan","BB",12,5.9,8,NA,13.9,"Jul 2021"
"ASHIKAWA","Urara","w","JPN","1-Aug-21","Olympic Games","final","Tokyo, Japan","BB",6,5.9,7.833,NA,13.73,"Aug 2021"
"ASHIKAWA","Urara","w","JPN","25-Jul-21","Olympic Games","qual","Tokyo, Japan","FX",85,3.9,6.333,NA,NA,"Jul 2021"
"ASHIKAWA","Urara","w","JPN","25-Jul-21","Olympic Games","qual","Tokyo, Japan","UE",88,0.5,9.033,6.5,NA,"Jul 2021"
"BECHDEJU","Laura","w","ESP","SUN 25 JUL 2021","Olympic Games","AAqual","Tokyo, Japan","BB",45,5,7.666,NA,12.666,"Jul 2021"
"BECHDEJU","Laura","w","ESP","25-Jul-21","Olympic Games","qual","Tokyo, Japan","BB",45,5,7.666,NA,12.666,"Jul 2021"
"BECHDEJU","Laura","w","ESP","25-Jul-21","Olympic Games","TeamQual","Tokyo, Japan","BB",NA,5,7.666,NA,12.666,"Jul 2021"
"BECHDEJU","Laura","w","ESP","SUN 25 JUL 2021","Olympic Games","AAqual","Tokyo, Japan","FX",62,4.8,7.5,NA,12.3,"Jul 2021"
"BECHDEJU","Laura","w","ESP","25-Jul-21","Olympic Games","qual","Tokyo, Japan","FX",62,4.8,7.5,NA,12.3,"Jul 2021"
"BECHDEJU","Laura","w","ESP","25-Jul-21","Olympic Games","TeamQual","Tokyo, Japan","FX",NA,4.8,7.5,NA,12.3,"Jul 2021"
"BECHDEJU","Laura","w","ESP","25-Jul-21","Olympic Games","TeamQual","Tokyo, Japan","UB",NA,5.3,7.4,NA,12.7,"Jul 2021"
"BECHDEJU","Laura","w","ESP","SUN 25 JUL 2021","Olympic Games","AAqual","Tokyo, Japan","UE",56,5.3,7.4,NA,12.7,"Jul 2021"
"BECHDEJU","Laura","w","ESP","25-Jul-21","Olympic Games","qual","Tokyo, Japan","UE",56,5.3,7.4,NA,12.7,"Jul 2021"
"BECHDEJU","Laura","w","ESP","SUN 25 JUL 2021","Olympic Games","AAqual","Tokyo, Japan","VT",52,4.6,8.933,NA,13.533,"Jul 2021"
"BECHDEJU","Laura","w","ESP","25-Jul-21","Olympic Games","TeamQual","Tokyo, Japan","VT",NA,4.6,8.933,NA,13.533,"Jul 2021"
"BILES","Simone","w","USA","SUN 25 JUL 2021","Olympic Games","AAqual","Tokyo, Japan","BB",7,6.5,7.566,NA,14.066,"Jul 2021"
"BILES","Simone","w","USA","25-Jul-21","Olympic Games","qual","Tokyo, Japan","BB",7,6.5,7.566,NA,14.066,"Jul 2021"
"BILES","Simone","w","USA","1-Aug-21","Olympic Games","final","Tokyo, Japan","BB",3,6.1,7.9,NA,14,"Aug 2021"
"BILES","Simone","w","USA","25-Jul-21","Olympic Games","TeamQual","Tokyo, Japan","BB",NA,6.5,7.566,NA,14.066,"Jul 2021"
"BILES","Simone","w","USA","SUN 25 JUL 2021","Olympic Games","AAqual","Tokyo, Japan","FX",2,6.7,7.733,0.3,14.133,"Jul 2021"
"BILES","Simone","w","USA","25-Jul-21","Olympic Games","qual","Tokyo, Japan","FX",2,6.7,7.733,0.3,14.133,"Jul 2021"
"BILES","Simone","w","USA","25-Jul-21","Olympic Games","TeamQual","Tokyo, Japan","FX",NA,6.7,7.733,0.3,14.133,"Jul 2021"
"BILES","Simone","w","USA","25-Jul-21","Olympic Games","TeamQual","Tokyo, Japan","UB",NA,6.2,8.366,NA,14.566,"Jul 2021"
"BILES","Simone","w","USA","SUN 25 JUL 2021","Olympic Games","AAqual","Tokyo, Japan","UE",10,6.2,8.366,NA,14.566,"Jul 2021"
"BILES","Simone","w","USA","25-Jul-21","Olympic Games","qual","Tokyo, Japan","UE",10,6.2,8.366,NA,14.566,"Jul 2021"
"BILES","Simone","w","USA","SUN 25 JUL 2021","Olympic Games","AAqual","Tokyo, Japan","VT",4,6,9.266,0.3,14.966,"Jul 2021"
"BILES","Simone","w","USA","25-Jul-21","Olympic Games","TeamQual","Tokyo, Japan","VT",NA,6,9.266,0.3,14.966,"Jul 2021"
"BILES","Simone","w","USA","1-Aug-21","Olympic Games","TeamFinal","Tokyo, Japan","VT",NA,5,8.766,NA,13.766,"Aug 2021"
"BILES","Simone","w","USA","25-Jul-21","Olympic Games","qual","Tokyo, Japan","VT1",1,6,9.266,0.3,14.966,"Jul 2021"
"BILES","Simone","w","USA","25-Jul-21","Olympic Games","qual","Tokyo, Japan","VT2",1,5.8,9.6,0.3,15.4,"Jul 2021"
"BLACK","Elsabeth","w","CAN","SUN 25 JUL 2021","Olympic Games","AAqual","Tokyo, Japan","BB",6,6.3,7.8,NA,14.1,"Jul 2021"
"BLACK","Elsabeth","w","CAN","25-Jul-21","Olympic Games","qual","Tokyo, Japan","BB",6,6.3,7.8,NA,14.1,"Jul 2021"
"BLACK","Elsabeth","w","CAN","1-Aug-21","Olympic Games","final","Tokyo, Japan","BB",4,6.2,7.666,NA,13.86,"Aug 2021"
"BLACK","Elsabeth","w","CAN","25-Jul-21","Olympic Games","TeamQual","Tokyo, Japan","BB",NA,6.3,7.8,NA,14.1,"Jul 2021"
"BLACK","Elsabeth","w","CAN","SUN 25 JUL 2021","Olympic Games","AAqual","Tokyo, Japan","FX",63,5.3,6.966,NA,12.266,"Jul 2021"
"BLACK","Elsabeth","w","CAN","25-Jul-21","Olympic Games","qual","Tokyo, Japan","FX",63,5.3,6.966,NA,12.266,"Jul 2021"
"BLACK","Elsabeth","w","CAN","25-Jul-21","Olympic Games","TeamQual","Tokyo, Japan","FX",NA,5.3,6.966,NA,12.266,"Jul 2021"
"BLACK","Elsabeth","w","CAN","25-Jul-21","Olympic Games","TeamQual","Tokyo, Japan","UB",NA,5.7,7.1,NA,12.8,"Jul 2021"
"BLACK","Elsabeth","w","CAN","SUN 25 JUL 2021","Olympic Games","AAqual","Tokyo, Japan","UE",54,5.7,7.1,NA,12.8,"Jul 2021"
"BLACK","Elsabeth","w","CAN","25-Jul-21","Olympic Games","qual","Tokyo, Japan","UE",54,5.7,7.1,NA,12.8,"Jul 2021"
"BLACK","Elsabeth","w","CAN","SUN 25 JUL 2021","Olympic Games","AAqual","Tokyo, Japan","VT",13,5.4,9.133,NA,14.533,"Jul 2021"
"BLACK","Elsabeth","w","CAN","25-Jul-21","Olympic Games","TeamQual","Tokyo, Japan","VT",NA,5.4,9.133,NA,14.533,"Jul 2021"
"BLACK","Elsabeth","w","CAN","25-Jul-21","Olympic Games","qual","Tokyo, Japan","VT1",12,5.4,9.133,NA,14.533,"Jul 2021"
"BLACK","Elsabeth","w","CAN","25-Jul-21","Olympic Games","qual","Tokyo, Japan","VT2",12,5.2,9.1,NA,14.3,"Jul 2021"
"BOYER","Marine","w","FRA","SUN 25 JUL 2021","Olympic Games","AAqual","Tokyo, Japan","BB",22,5.8,7.666,NA,13.466,"Jul 2021"
"BOYER","Marine","w","FRA","25-Jul-21","Olympic Games","qual","Tokyo, Japan","BB",22,5.8,7.666,NA,13.466,"Jul 2021"
"BOYER","Marine","w","FRA","25-Jul-21","Olympic Games","TeamQual","Tokyo, Japan","BB",NA,5.8,7.666,NA,13.466,"Jul 2021"
"BOYER","Marine","w","FRA","1-Aug-21","Olympic Games","TeamFinal","Tokyo, Japan","BB",NA,5.4,6.666,NA,12.066,"Aug 2021"
"BOYER","Marine","w","FRA","SUN 25 JUL 2021","Olympic Games","AAqual","Tokyo, Japan","FX",44,5.1,7.733,0.1,12.733,"Jul 2021"
"BOYER","Marine","w","FRA","25-Jul-21","Olympic Games","qual","Tokyo, Japan","FX",44,5.1,7.733,0.1,12.733,"Jul 2021"
"BOYER","Marine","w","FRA","25-Jul-21","Olympic Games","TeamQual","Tokyo, Japan","FX",NA,5.1,7.733,0.1,12.733,"Jul 2021"
"BOYER","Marine","w","FRA","1-Aug-21","Olympic Games","TeamFinal","Tokyo, Japan","FX",NA,5.2,7.8,NA,13,"Aug 2021"
"BOYER","Marine","w","FRA","25-Jul-21","Olympic Games","TeamQual","Tokyo, Japan","UB",NA,4.3,6.1,NA,10.4,"Jul 2021"
"BOYER","Marine","w","FRA","SUN 25 JUL 2021","Olympic Games","AAqual","Tokyo, Japan","UE",84,4.3,6.1,NA,10.4,"Jul 2021"
"BOYER","Marine","w","FRA","25-Jul-21","Olympic Games","qual","Tokyo, Japan","UE",84,4.3,6.1,NA,10.4,"Jul 2021"
"BOYER","Marine","w","FRA","SUN 25 JUL 2021","Olympic Games","AAqual","Tokyo, Japan","VT",46,4.6,9.133,NA,13.733,"Jul 2021"
"BOYER","Marine","w","FRA","25-Jul-21","Olympic Games","TeamQual","Tokyo, Japan","VT",NA,4.6,9.133,NA,13.733,"Jul 2021"
"BRASSART","Maellyse","w","BEL","SUN 25 JUL 2021","Olympic Games","AAqual","Tokyo, Japan","BB",33,4.9,8.133,NA,13.033,"Jul 2021"
"BRASSART","Maellyse","w","BEL","25-Jul-21","Olympic Games","qual","Tokyo, Japan","BB",33,4.9,8.133,NA,13.033,"Jul 2021"
"BRASSART","Maellyse","w","BEL","25-Jul-21","Olympic Games","TeamQual","Tokyo, Japan","BB",NA,4.9,8.133,NA,13.033,"Jul 2021"
"BRASSART","Maellyse","w","BEL","1-Aug-21","Olympic Games","TeamFinal","Tokyo, Japan","BB",NA,4.9,6.033,NA,10.933,"Aug 2021"
"BRASSART","Maellyse","w","BEL","SUN 25 JUL 2021","Olympic Games","AAqual","Tokyo, Japan","FX",39,4.6,8.166,NA,12.766,"Jul 2021"
"BRASSART","Maellyse","w","BEL","25-Jul-21","Olympic Games","qual","Tokyo, Japan","FX",39,4.6,8.166,NA,12.766,"Jul 2021"
"BRASSART","Maellyse","w","BEL","25-Jul-21","Olympic Games","TeamQual","Tokyo, Japan","FX",NA,4.6,8.166,NA,12.766,"Jul 2021"
"BRASSART","Maellyse","w","BEL","25-Jul-21","Olympic Games","TeamQual","Tokyo, Japan","UB",NA,5.3,8.066,NA,13.366,"Jul 2021"
"BRASSART","Maellyse","w","BEL","SUN 25 JUL 2021","Olympic Games","AAqual","Tokyo, Japan","UE",36,5.3,8.066,NA,13.366,"Jul 2021"
"BRASSART","Maellyse","w","BEL","25-Jul-21","Olympic Games","qual","Tokyo, Japan","UE",36,5.3,8.066,NA,13.366,"Jul 2021"
"BRASSART","Maellyse","w","BEL","SUN 25 JUL 2021","Olympic Games","AAqual","Tokyo, Japan","VT",45,5.4,8.466,0.1,13.766,"Jul 2021"
"BRASSART","Maellyse","w","BEL","25-Jul-21","Olympic Games","TeamQual","Tokyo, Japan","VT",NA,5.4,8.466,0.1,13.766,"Jul 2021"
"BRASSART","Maellyse","w","BEL","1-Aug-21","Olympic Games","TeamFinal","Tokyo, Japan","VT",NA,5.4,8.733,0.1,14.033,"Aug 2021"
"BUI","Kim","w","GER","THU 29 JUL 2021","Olympic Games","AAfinal","Tokyo, Japan","BB",13,4.8,7.8,NA,12.6,"Jul 2021"
"BUI","Kim","w","GER","SUN 25 JUL 2021","Olympic Games","AAqual","Tokyo, Japan","BB",44,4.8,7.866,NA,12.666,"Jul 2021"
"BUI","Kim","w","GER","25-Jul-21","Olympic Games","qual","Tokyo, Japan","BB",44,4.8,7.866,NA,12.666,"Jul 2021"
"BUI","Kim","w","GER","25-Jul-21","Olympic Games","TeamQual","Tokyo, Japan","BB",NA,4.8,7.866,NA,12.666,"Jul 2021"
"BUI","Kim","w","GER","THU 29 JUL 2021","Olympic Games","AAfinal","Tokyo, Japan","FX",13,5.3,7.866,NA,13.166,"Jul 2021"
"BUI","Kim","w","GER","SUN 25 JUL 2021","Olympic Games","AAqual","Tokyo, Japan","FX",24,5.3,7.9,NA,13.2,"Jul 2021"
"BUI","Kim","w","GER","25-Jul-21","Olympic Games","qual","Tokyo, Japan","FX",24,5.3,7.9,NA,13.2,"Jul 2021"
"BUI","Kim","w","GER","25-Jul-21","Olympic Games","TeamQual","Tokyo, Japan","FX",NA,5.3,7.9,NA,13.2,"Jul 2021"
"BUI","Kim","w","GER","25-Jul-21","Olympic Games","TeamQual","Tokyo, Japan","UB",NA,5.9,8.166,NA,14.066,"Jul 2021"
"BUI","Kim","w","GER","THU 29 JUL 2021","Olympic Games","AAfinal","Tokyo, Japan","UE",11,5.7,8.066,NA,13.766,"Jul 2021"
"BUI","Kim","w","GER","SUN 25 JUL 2021","Olympic Games","AAqual","Tokyo, Japan","UE",24,5.9,8.166,NA,14.066,"Jul 2021"
"BUI","Kim","w","GER","25-Jul-21","Olympic Games","qual","Tokyo, Japan","UE",24,5.9,8.166,NA,14.066,"Jul 2021"
"BUI","Kim","w","GER","THU 29 JUL 2021","Olympic Games","AAfinal","Tokyo, Japan","VT",21,4.6,8.866,NA,13.466,"Jul 2021"
"BUI","Kim","w","GER","SUN 25 JUL 2021","Olympic Games","AAqual","Tokyo, Japan","VT",54,4.6,8.866,NA,13.466,"Jul 2021"
"BUI","Kim","w","GER","25-Jul-21","Olympic Games","TeamQual","Tokyo, Japan","VT",NA,4.6,8.866,NA,13.466,"Jul 2021"
"CALLUM","Mc Grace","w","USA","25-Jul-21","Olympic Games","qual","Tokyo, Japan","BB",32,5.2,7.866,NA,13.066,"Jul 2021"
"CALLUM","Mc Grace","w","USA","25-Jul-21","Olympic Games","TeamQual","Tokyo, Japan","BB",NA,5.2,7.866,NA,13.066,"Jul 2021"
"CALLUM","Mc Grace","w","USA","1-Aug-21","Olympic Games","TeamFinal","Tokyo, Japan","BB",NA,5.7,7.966,NA,13.666,"Aug 2021"
"CALLUM","Mc Grace","w","USA","25-Jul-21","Olympic Games","qual","Tokyo, Japan","FX",16,5.6,7.966,0.1,13.466,"Jul 2021"
"CALLUM","Mc Grace","w","USA","25-Jul-21","Olympic Games","TeamQual","Tokyo, Japan","FX",NA,5.6,7.966,0.1,13.466,"Jul 2021"
"CALLUM","Mc Grace","w","USA","1-Aug-21","Olympic Games","TeamFinal","Tokyo, Japan","FX",NA,5.6,8,0.1,13.5,"Aug 2021"
"CALLUM","Mc Grace","w","USA","25-Jul-21","Olympic Games","TeamQual","Tokyo, Japan","UB",NA,5.8,8.3,NA,14.1,"Jul 2021"
"CALLUM","Mc Grace","w","USA","1-Aug-21","Olympic Games","TeamFinal","Tokyo, Japan","UB",NA,5.8,7.9,NA,13.7,"Aug 2021"
"CALLUM","Mc Grace","w","USA","25-Jul-21","Olympic Games","qual","Tokyo, Japan","UE",22,5.8,8.3,NA,14.1,"Jul 2021"
"CALLUM","Mc Grace","w","USA","25-Jul-21","Olympic Games","TeamQual","Tokyo, Japan","VT",NA,5.4,9.133,NA,14.533,"Jul 2021"
"CALLUM","Mc Grace","w","USA","1-Aug-21","Olympic Games","TeamFinal","Tokyo, Japan","VT",NA,5.4,9,0.1,14.3,"Aug 2021"
"CAREY","Jade","w","USA","THU 29 JUL 2021","Olympic Games","AAfinal","Tokyo, Japan","BB",23,5.1,6.433,NA,11.533,"Jul 2021"
"CAREY","Jade","w","USA","SUN 25 JUL 2021","Olympic Games","AAqual","Tokyo, Japan","BB",41,5.4,7.466,NA,12.866,"Jul 2021"
"CAREY","Jade","w","USA","25-Jul-21","Olympic Games","qual","Tokyo, Japan","BB",41,5.4,7.466,NA,12.866,"Jul 2021"
"CAREY","Jade","w","USA","THU 29 JUL 2021","Olympic Games","AAfinal","Tokyo, Japan","FX",3,6.3,7.766,0.1,13.966,"Jul 2021"
"CAREY","Jade","w","USA","SUN 25 JUL 2021","Olympic Games","AAqual","Tokyo, Japan","FX",3,6.2,7.9,NA,14.1,"Jul 2021"
"CAREY","Jade","w","USA","25-Jul-21","Olympic Games","qual","Tokyo, Japan","FX",3,6.2,7.9,0.3,14.1,"Jul 2021"
"CAREY","Jade","w","USA","1-Aug-21","Olympic Games","final","Tokyo, Japan","FX",1,6.3,8.066,NA,14.36,"Aug 2021"
"CAREY","Jade","w","USA","THU 29 JUL 2021","Olympic Games","AAfinal","Tokyo, Japan","UE",15,5.5,8,NA,13.5,"Jul 2021"
"CAREY","Jade","w","USA","SUN 25 JUL 2021","Olympic Games","AAqual","Tokyo, Japan","UE",20,5.8,8.333,NA,14.133,"Jul 2021"
"CAREY","Jade","w","USA","25-Jul-21","Olympic Games","qual","Tokyo, Japan","UE",20,5.8,8.333,NA,14.133,"Jul 2021"
"CAREY","Jade","w","USA","THU 29 JUL 2021","Olympic Games","AAfinal","Tokyo, Japan","VT",2,6,9.2,NA,15.2,"Jul 2021"
"CAREY","Jade","w","USA","SUN 25 JUL 2021","Olympic Games","AAqual","Tokyo, Japan","VT",2,6,9.166,NA,15.166,"Jul 2021"
"CAREY","Jade","w","USA","25-Jul-21","Olympic Games","qual","Tokyo, Japan","VT1",2,6,9.166,NA,15.166,"Jul 2021"
"CAREY","Jade","w","USA","1-Aug-21","Olympic Games","final","Tokyo, Japan","VT1",8,3.3,8.633,NA,11.933,"Aug 2021"
"CAREY","Jade","w","USA","25-Jul-21","Olympic Games","qual","Tokyo, Japan","VT2",2,5.8,9.366,NA,15.166,"Jul 2021"
"CAREY","Jade","w","USA","1-Aug-21","Olympic Games","final","Tokyo, Japan","VT2",8,5.8,9.1,2,12.9,"Aug 2021"
"CASTRO","Simona","w","CHI","SUN 25 JUL 2021","Olympic Games","AAqual","Tokyo, Japan","BB",79,4.7,6.733,NA,11.433,"Jul 2021"
"CASTRO","Simona","w","CHI","25-Jul-21","Olympic Games","qual","Tokyo, Japan","BB",79,4.7,6.733,NA,11.433,"Jul 2021"
"CASTRO","Simona","w","CHI","SUN 25 JUL 2021","Olympic Games","AAqual","Tokyo, Japan","FX",85,3.9,6.333,NA,10.233,"Jul 2021"
"CASTRO","Simona","w","CHI","25-Jul-21","Olympic Games","qual","Tokyo, Japan","FX",85,3.9,6.333,NA,10.2,"Jul 2021"
"CASTRO","Simona","w","CHI","SUN 25 JUL 2021","Olympic Games","AAqual","Tokyo, Japan","UE",78,4.4,7.133,NA,11.533,"Jul 2021"
"CASTRO","Simona","w","CHI","25-Jul-21","Olympic Games","qual","Tokyo, Japan","UE",78,4.4,7.133,NA,11.533,"Jul 2021"
"CASTRO","Simona","w","CHI","SUN 25 JUL 2021","Olympic Games","AAqual","Tokyo, Japan","VT",69,4.6,8.6,NA,13.2,"Jul 2021"
"CHILES","Jordan","w","USA","SUN 25 JUL 2021","Olympic Games","AAqual","Tokyo, Japan","BB",78,5.6,5.966,NA,11.566,"Jul 2021"
"CHILES","Jordan","w","USA","25-Jul-21","Olympic Games","qual","Tokyo, Japan","BB",78,5.6,5.966,NA,11.566,"Jul 2021"
"CHILES","Jordan","w","USA","25-Jul-21","Olympic Games","TeamQual","Tokyo, Japan","BB",NA,5.6,5.966,NA,11.566,"Jul 2021"
"CHILES","Jordan","w","USA","1-Aug-21","Olympic Games","TeamFinal","Tokyo, Japan","BB",NA,5.6,7.833,NA,13.433,"Aug 2021"
"CHILES","Jordan","w","USA","SUN 25 JUL 2021","Olympic Games","AAqual","Tokyo, Japan","FX",13,5.9,7.666,NA,13.566,"Jul 2021"
"CHILES","Jordan","w","USA","25-Jul-21","Olympic Games","qual","Tokyo, Japan","FX",13,5.9,7.666,NA,13.566,"Jul 2021"
"CHILES","Jordan","w","USA","25-Jul-21","Olympic Games","TeamQual","Tokyo, Japan","FX",NA,5.9,7.666,NA,13.566,"Jul 2021"
"CHILES","Jordan","w","USA","1-Aug-21","Olympic Games","TeamFinal","Tokyo, Japan","FX",NA,5.7,6.6,0.6,11.7,"Aug 2021"
"CHILES","Jordan","w","USA","25-Jul-21","Olympic Games","TeamQual","Tokyo, Japan","UB",NA,5.7,7.166,NA,12.866,"Jul 2021"
"CHILES","Jordan","w","USA","1-Aug-21","Olympic Games","TeamFinal","Tokyo, Japan","UB",NA,5.9,8.266,NA,14.166,"Aug 2021"
"CHILES","Jordan","w","USA","SUN 25 JUL 2021","Olympic Games","AAqual","Tokyo, Japan","UE",52,5.7,7.166,NA,12.866,"Jul 2021"
